"hero","mini1","mini2","mini3","mini4","mini5","classes","sum","deck_cost","is_available","score"
"monk","archer","prince","giant","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,14.4
"战争机器","archer","prince","giant","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,14.5
"wave master","archer","prince","giant","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,22,FALSE,14.2
"countess","archer","prince","witch","magic archer","dark prince","clan2,ranger2,rider2,rogue2,royal2",10,21,FALSE,15.4
"skeleton king","archer","prince","witch","magic archer","dark prince","clan2,ranger2,rider2,royal2,undead2",10,21,FALSE,15.6
"countess","archer","prince","witch","magic archer","皇家幽灵","clan2,ranger2,rogue2,royal2,undead2",10,21,FALSE,15.6
"archer queen","archer","prince","witch","dark prince","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,21,FALSE,15.6
"royal champion","archer","prince","witch","dark prince","皇家幽灵","clan2,rider2,royal4,undead2",10,21,FALSE,15.8
"skeleton king","archer","prince","witch","dark prince","公主","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,15.8
"royal champion","archer","prince","witch","dark prince","公主","clan2,ranger2,rider2,royal4",10,22,FALSE,15.8
"skeleton king","archer","prince","witch","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,15.8
"natureborn","archer","prince","witch","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,17.4
"monk","archer","prince","witch","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.9
"战争机器","archer","prince","witch","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,16
"archer queen","archer","prince","witch","sailor","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,20,FALSE,15.6
"wave master","archer","prince","witch","sailor","皇家幽灵","clan2,rider2,royal2,sea2,undead2",10,20,FALSE,15.7
"wave master","archer","prince","witch","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,15.7
"skeleton king","archer","prince","witch","sailor","公主","clan2,ranger2,rider2,royal2,undead2",10,21,FALSE,15.8
"royal champion","archer","prince","witch","皇家幽灵","公主","clan2,ranger2,royal4,undead2",10,22,FALSE,16
"natureborn","archer","prince","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,17.6
"monk","archer","prince","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.1
"战争机器","archer","prince","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.2
"barbarian king","archer","prince","mega knight","dark prince","公主","clan2,ranger2,rider2,royal4",10,23,FALSE,14
"barbarian king","archer","prince","magic archer","bandit","dark prince","clan2,ranger2,rider2,rogue2,royal2",10,22,FALSE,13.8
"barbarian king","archer","prince","magic archer","dark prince","英雄猎手","clan2,ranger2,rider2,rogue2,royal2",10,21,FALSE,13.9
"natureborn","archer","prince","electro wizard","dark prince","飞斧屠夫","mage2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.9
"barbarian king","archer","prince","dark prince","皇家幽灵","公主","clan2,ranger2,rider2,royal4",10,23,FALSE,15.7
"skeleton king","archer","prince","dark prince","皇家幽灵","公主","ranger2,rider2,royal4,undead2",10,23,FALSE,16
"barbarian king","archer","prince","dark prince","战斗拳手","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,15.7
"sheld maiden","archer","prince","dark prince","战斗拳手","飞斧屠夫","ranger2,rider2,royal2,saint2,specialist2",10,24,FALSE,15.9
"natureborn","archer","prince","dark prince","风暴法师","飞斧屠夫","mage2,ranger2,rider2,royal2,specialist2",10,22,FALSE,16
"natureborn","archer","prince","dark prince","狱塔护法","飞斧屠夫","mage2,ranger2,rider2,royal2,specialist2",10,24,FALSE,16
"barbarian king","archer","prince","dark prince","飞斧屠夫","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.1
"barbarian king","archer","prince","sailor","公主","鲨网猎手","clan2,ranger2,rider2,royal2,sea2",10,22,FALSE,14.1
"barbarian king","archer","dart golbin","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,22,FALSE,15.5
"barbarian king","archer","dart golbin","幻术大师","magic archer","飞斧屠夫","clan2,ranger4,rogue2,specialist2",10,20,FALSE,15.3
"archer queen","archer","dart golbin","witch","皇家幽灵","公主","clan2,ranger4,royal2,undead2",10,21,FALSE,15.8
"natureborn","archer","healing ranger","ice wizard","giant","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,14.3
"natureborn","archer","healing ranger","ice wizard","witch","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,19,FALSE,15.8
"skeleton king","archer","healing ranger","PEKKA","witch","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,21,FALSE,14.2
"countess","archer","healing ranger","幻术大师","giant","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,13.9
"countess","archer","healing ranger","幻术大师","witch","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,15.4
"skeleton king","archer","healing ranger","幻术大师","witch","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,19,FALSE,15.6
"barbarian king","archer","healing ranger","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,15.3
"archer queen","archer","healing ranger","幻术大师","magic archer","战斗拳手","ranger4,rogue2,saint2,specialist2",10,20,FALSE,15.4
"barbarian king","archer","healing ranger","幻术大师","magic archer","飞斧屠夫","clan2,ranger4,rogue2,specialist2",10,20,FALSE,15.3
"sheld maiden","archer","healing ranger","幻术大师","magic archer","飞斧屠夫","ranger4,rogue2,saint2,specialist2",10,20,FALSE,15.5
"barbarian king","archer","healing ranger","幻术大师","bandit","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,13.8
"barbarian king","archer","healing ranger","幻术大师","战斗拳手","英雄猎手","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,13.9
"natureborn","archer","healing ranger","骨犬","witch","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,20,FALSE,15.8
"monk","archer","healing ranger","骨犬","witch","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,20,FALSE,14.3
"战争机器","archer","healing ranger","骨犬","witch","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,20,FALSE,14.4
"natureborn","archer","healing ranger","giant","electro wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,14.4
"natureborn","archer","healing ranger","giant","战斗拳手","风暴法师","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,14.5
"natureborn","archer","healing ranger","giant","战斗拳手","狱塔护法","clan2,mage2,ranger2,saint2,specialist2",10,23,FALSE,14.5
"archer queen","archer","healing ranger","giant","战斗拳手","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,23,FALSE,14.3
"sheld maiden","archer","healing ranger","witch","mega knight","皇家幽灵","clan2,ranger2,royal2,saint2,undead2",10,20,FALSE,14.2
"natureborn","archer","healing ranger","witch","electro wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,15.9
"sheld maiden","archer","healing ranger","witch","dark prince","皇家幽灵","clan2,ranger2,royal2,saint2,undead2",10,20,FALSE,15.7
"archer queen","archer","healing ranger","witch","皇家幽灵","公主","clan2,ranger4,royal2,undead2",10,21,FALSE,15.8
"sheld maiden","archer","healing ranger","witch","皇家幽灵","公主","clan2,ranger2,royal2,saint2,undead2",10,21,FALSE,15.9
"royal champion","archer","healing ranger","witch","皇家幽灵","战斗拳手","clan2,ranger2,royal2,saint2,undead2",10,21,FALSE,16
"natureborn","archer","healing ranger","witch","皇家幽灵","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,21,FALSE,17.6
"monk","archer","healing ranger","witch","皇家幽灵","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,21,FALSE,16.1
"战争机器","archer","healing ranger","witch","皇家幽灵","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,21,FALSE,16.2
"natureborn","archer","healing ranger","witch","战斗拳手","风暴法师","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,16
"natureborn","archer","healing ranger","witch","战斗拳手","狱塔护法","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,16
"archer queen","archer","healing ranger","witch","战斗拳手","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,22,FALSE,15.8
"skeleton king","archer","healing ranger","witch","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist2,undead2",10,22,FALSE,16
"skeleton king","archer","healing ranger","witch","战斗拳手","扫地小僧","clan2,ranger2,saint2,specialist2,undead2",10,20,FALSE,14.4
"barbarian king","archer","healing ranger","magic archer","战斗拳手","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,23,FALSE,15.7
"countess","archer","healing ranger","magic archer","战斗拳手","飞斧屠夫","ranger4,rogue2,saint2,specialist2",10,23,FALSE,15.8
"barbarian king","archer","healing ranger","公主","战斗拳手","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,24,FALSE,15.9
"royal champion","archer","healing ranger","公主","战斗拳手","飞斧屠夫","ranger4,royal2,saint2,specialist2",10,24,FALSE,16.2
"natureborn","archer","ice wizard","幻术大师","giant","magic archer","clan2,mage2,ranger2,rogue2,specialist2",10,18,FALSE,14.1
"natureborn","archer","ice wizard","幻术大师","witch","magic archer","clan2,mage2,ranger2,rogue2,specialist2",10,17,FALSE,15.6
"natureborn","archer","ice wizard","骨犬","witch","飞斧屠夫","clan2,mage2,ranger2,specialist2,undead2",10,19,FALSE,14.4
"natureborn","archer","ice wizard","witch","皇家幽灵","公主","clan2,mage2,ranger2,royal2,undead2",10,20,FALSE,16.2
"grand warden","archer","ice wizard","witch","皇家幽灵","公主","clan2,mage2,ranger2,royal2,undead2",10,20,FALSE,14.7
"natureborn","archer","ice wizard","witch","皇家幽灵","飞斧屠夫","clan2,mage2,ranger2,specialist2,undead2",10,20,FALSE,16.2
"wave master","archer","fishman","witch","皇家幽灵","公主","clan2,ranger2,royal2,sea2,undead2",10,21,FALSE,14.5
"barbarian king","archer","fishman","dark prince","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,21,FALSE,14.1
"圣锤战神","archer","lumberjack","witch","皇家幽灵","公主","clan2,elixir2,ranger2,royal2,undead2",10,21,FALSE,14.8
"skeleton king","archer","PEKKA","幻术大师","witch","magic archer","clan2,ranger2,rogue2,specialist2,undead2",10,19,FALSE,14
"natureborn","archer","PEKKA","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.2
"monk","archer","PEKKA","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,14.7
"战争机器","archer","PEKKA","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,14.8
"royal champion","archer","PEKKA","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,14.6
"natureborn","archer","幻术大师","骨犬","witch","magic archer","clan2,ranger2,rogue2,specialist2,undead2",10,18,FALSE,15.6
"monk","archer","幻术大师","骨犬","witch","magic archer","clan2,ranger2,rogue2,specialist2,undead2",10,18,FALSE,14.1
"战争机器","archer","幻术大师","骨犬","witch","magic archer","clan2,ranger2,rogue2,specialist2,undead2",10,18,FALSE,14.2
"countess","archer","幻术大师","骨犬","witch","飞斧屠夫","clan2,ranger2,rogue2,specialist2,undead2",10,19,FALSE,14
"natureborn","archer","幻术大师","giant","magic archer","electro wizard","clan2,mage2,ranger2,rogue2,specialist2",10,20,FALSE,14.2
"sheld maiden","archer","幻术大师","giant","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,14.2
"natureborn","archer","幻术大师","giant","magic archer","风暴法师","clan2,mage2,ranger2,rogue2,specialist2",10,19,FALSE,14.3
"natureborn","archer","幻术大师","giant","magic archer","狱塔护法","clan2,mage2,ranger2,rogue2,specialist2",10,21,FALSE,14.3
"archer queen","archer","幻术大师","giant","magic archer","飞斧屠夫","clan2,ranger4,rogue2,specialist2",10,21,FALSE,14.1
"natureborn","archer","幻术大师","witch","magic archer","electro wizard","clan2,mage2,ranger2,rogue2,specialist2",10,19,FALSE,15.7
"royal champion","archer","幻术大师","witch","magic archer","皇家幽灵","clan2,ranger2,rogue2,royal2,undead2",10,19,FALSE,15.8
"natureborn","archer","幻术大师","witch","magic archer","皇家幽灵","clan2,ranger2,rogue2,specialist2,undead2",10,19,FALSE,17.4
"monk","archer","幻术大师","witch","magic archer","皇家幽灵","clan2,ranger2,rogue2,specialist2,undead2",10,19,FALSE,15.9
"战争机器","archer","幻术大师","witch","magic archer","皇家幽灵","clan2,ranger2,rogue2,specialist2,undead2",10,19,FALSE,16
"sheld maiden","archer","幻术大师","witch","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,15.7
"skeleton king","archer","幻术大师","witch","magic archer","战斗拳手","clan2,ranger2,rogue2,specialist2,undead2",10,20,FALSE,15.8
"natureborn","archer","幻术大师","witch","magic archer","风暴法师","clan2,mage2,ranger2,rogue2,specialist2",10,18,FALSE,15.8
"natureborn","archer","幻术大师","witch","magic archer","狱塔护法","clan2,mage2,ranger2,rogue2,specialist2",10,20,FALSE,15.8
"archer queen","archer","幻术大师","witch","magic archer","飞斧屠夫","clan2,ranger4,rogue2,specialist2",10,20,FALSE,15.6
"skeleton king","archer","幻术大师","witch","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist2,undead2",10,20,FALSE,15.8
"skeleton king","archer","幻术大师","witch","magic archer","扫地小僧","clan2,ranger2,rogue2,specialist2,undead2",10,18,FALSE,14.2
"skeleton king","archer","幻术大师","witch","bandit","飞斧屠夫","clan2,ranger2,rogue2,specialist2,undead2",10,20,FALSE,14.3
"countess","archer","幻术大师","witch","皇家幽灵","公主","clan2,ranger2,rogue2,royal2,undead2",10,20,FALSE,15.8
"natureborn","archer","幻术大师","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,20,FALSE,17.6
"monk","archer","幻术大师","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,20,FALSE,16.1
"战争机器","archer","幻术大师","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,20,FALSE,16.2
"countess","archer","幻术大师","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,rogue2,specialist2,undead2",10,20,FALSE,15.8
"royal champion","archer","幻术大师","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,20,FALSE,16
"skeleton king","archer","幻术大师","witch","飞斧屠夫","英雄猎手","clan2,ranger2,rogue2,specialist2,undead2",10,19,FALSE,14.4
"barbarian king","archer","幻术大师","magic archer","公主","飞斧屠夫","clan2,ranger4,rogue2,specialist2",10,22,FALSE,15.7
"royal champion","archer","幻术大师","magic archer","公主","飞斧屠夫","ranger4,rogue2,royal2,specialist2",10,22,FALSE,16
"natureborn","archer","骨犬","witch","electro wizard","飞斧屠夫","clan2,mage2,ranger2,specialist2,undead2",10,21,FALSE,14.5
"skeleton king","archer","骨犬","witch","皇家幽灵","公主","clan2,ranger2,royal2,undead4",10,21,FALSE,14.6
"sheld maiden","archer","骨犬","witch","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist2,undead2",10,22,FALSE,14.5
"natureborn","archer","骨犬","witch","风暴法师","飞斧屠夫","clan2,mage2,ranger2,specialist2,undead2",10,20,FALSE,14.6
"natureborn","archer","骨犬","witch","狱塔护法","飞斧屠夫","clan2,mage2,ranger2,specialist2,undead2",10,22,FALSE,14.6
"barbarian king","archer","giant","witch","皇家幽灵","公主","clan4,ranger2,royal2,undead2",10,22,FALSE,14.4
"wave master","archer","giant","dark prince","sailor","公主","clan2,ranger2,rider2,royal2,sea2",10,22,FALSE,14.4
"countess","archer","witch","mega knight","magic archer","皇家幽灵","clan2,ranger2,rogue2,royal2,undead2",10,21,FALSE,14.3
"royal champion","archer","witch","mega knight","皇家幽灵","公主","clan2,ranger2,royal4,undead2",10,22,FALSE,14.7
"natureborn","archer","witch","mega knight","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.3
"monk","archer","witch","mega knight","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,14.8
"战争机器","archer","witch","mega knight","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,14.9
"royal champion","archer","witch","magic archer","bandit","皇家幽灵","clan2,ranger2,rogue2,royal2,undead2",10,21,FALSE,14.5
